"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US36029","Erie County, New York","398326","4131","6.6","0.7","4.5","0.6","9.4","0.8","9.5","0.8","12.0","0.9","18.2","1.1","12.9","0.9","14.3","1.0","6.9","0.6","5.7","0.6","60652","1175","79972","2004","36.1","(X)","(X)","(X)","(X)","(X)","232865","5276","4.1","0.9","2.0","0.6","6.1","0.9","7.0","1.0","9.4","1.0","18.4","1.4","15.5","1.3","18.9","1.5","10.0","0.9","8.6","0.9","79188","2345","99576","2921","(X)","(X)","36.7","(X)","(X)","(X)","161417","4880","1.3","0.5","0.7","0.3","3.0","0.7","4.5","0.9","7.8","1.1","17.2","1.5","17.1","1.7","23.4","1.9","13.3","1.3","11.6","1.2","96733","2668","118622","3725","(X)","(X)","(X)","(X)","(X)","(X)","165461","5330","11.3","1.4","8.2","1.1","14.8","1.5","13.2","1.5","15.2","1.4","18.9","1.5","8.9","1.2","6.6","1.0","1.8","0.5","1.3","0.5","37517","2280","48944","1957","(X)","(X)","(X)","(X)","34.1","(X)"
"0500000US36045","Jefferson County, New York","41214","1788","6.6","2.1","4.6","1.8","8.9","1.8","10.5","1.9","14.7","2.6","20.3","2.6","14.8","2.7","13.5","2.4","3.2","1.0","2.8","1.2","53917","3182","67368","4291","28.3","(X)","(X)","(X)","(X)","(X)","27634","1813","4.9","2.1","2.6","1.6","6.3","2.1","8.5","2.1","15.1","3.2","21.3","3.2","18.0","3.7","15.5","3.3","4.4","1.4","3.3","1.6","65378","7067","76480","6508","(X)","(X)","27.8","(X)","(X)","(X)","20381","1615","2.7","1.9","0.9","0.7","2.9","1.2","8.3","2.8","12.9","3.3","21.8","3.7","21.3","4.3","20.2","4.4","5.9","1.9","3.3","1.7","75649","6384","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13580","1408","12.4","5.1","8.4","3.9","14.3","4.1","15.3","4.3","14.7","4.5","20.0","4.8","7.5","3.2","4.9","2.5","1.1","1.2","1.4","1.5","34631","5097","44215","4622","(X)","(X)","(X)","(X)","27.3","(X)"
"0500000US36047","Kings County, New York","978091","5532","7.9","0.4","5.6","0.3","8.7","0.6","7.6","0.5","9.9","0.5","14.6","0.6","11.3","0.5","14.8","0.5","8.2","0.5","11.4","0.5","66937","1343","99472","1824","52.5","(X)","(X)","(X)","(X)","(X)","606916","8560","5.0","0.4","3.4","0.4","8.2","0.6","7.9","0.6","10.6","0.6","15.2","0.8","11.6","0.7","15.6","0.6","9.1","0.7","13.3","0.6","74422","1956","110664","2454","(X)","(X)","56.6","(X)","(X)","(X)","377222","7565","2.2","0.4","2.5","0.4","7.1","0.7","5.7","0.6","9.1","0.7","14.0","1.1","11.4","0.9","18.0","1.0","11.0","0.9","19.0","0.9","94710","3092","135482","3671","(X)","(X)","(X)","(X)","(X)","(X)","371175","8451","13.3","1.0","9.3","0.9","9.8","0.9","7.8","0.8","9.4","0.8","14.2","1.0","10.8","0.8","12.6","0.8","5.9","0.6","6.9","0.7","50372","1673","74756","2233","(X)","(X)","(X)","(X)","43.9","(X)"
"0500000US36051","Livingston County, New York","23409","1202","7.4","2.8","3.6","1.6","9.8","2.9","8.8","2.5","13.0","2.8","20.6","3.2","12.8","3.2","13.5","3.0","5.8","1.6","4.8","2.0","59173","4255","75881","7124","35.3","(X)","(X)","(X)","(X)","(X)","14765","1340","6.3","3.2","1.6","1.4","4.8","2.5","6.2","3.0","9.3","3.6","21.6","4.7","17.1","4.5","17.9","4.3","8.9","2.5","6.2","2.8","75126","4306","90321","8353","(X)","(X)","33.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86926","7324","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8644","1123","10.8","5.3","7.2","3.7","18.4","5.8","13.4","4.7","19.8","5.2","18.6","5.8","5.1","3.1","4.1","2.6","0.4","0.6","2.3","2.2","35200","7759","48938","13285","(X)","(X)","(X)","(X)","38.1","(X)"
"0500000US36053","Madison County, New York","25986","1167","4.6","1.8","2.3","1.0","11.8","3.3","6.1","2.2","14.8","3.5","16.6","3.3","14.6","2.8","17.6","3.3","4.2","1.6","7.4","2.1","62918","7196","88100","6827","40.6","(X)","(X)","(X)","(X)","(X)","17778","1406","2.7","1.6","1.4","1.1","6.5","2.4","4.0","1.8","14.8","4.1","15.8","3.7","18.2","3.9","21.5","4.1","4.4","1.6","10.8","3.0","82327","6639","105780","10110","(X)","(X)","37.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91560","8220","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8208","1202","11.8","4.9","4.2","2.2","25.1","9.1","12.0","5.9","11.4","4.7","18.6","5.9","7.1","3.7","5.9","3.8","3.7","3.5","0.1","0.2","32759","8442","45075","7073","(X)","(X)","(X)","(X)","47.5","(X)"
"0500000US36055","Monroe County, New York","305284","3207","5.7","0.7","4.3","0.6","9.4","1.0","9.1","0.9","12.1","0.9","17.3","0.9","13.1","0.9","15.8","1.0","7.0","0.6","6.2","0.6","62103","1588","84666","2367","35.8","(X)","(X)","(X)","(X)","(X)","176863","4252","2.5","0.6","2.1","0.8","5.9","0.9","6.3","1.0","9.6","1.0","17.7","1.3","15.3","1.3","21.2","1.5","10.2","1.0","9.1","0.8","84034","2930","105744","3369","(X)","(X)","36.7","(X)","(X)","(X)","125761","3893","0.7","0.3","0.7","0.5","3.0","0.8","3.5","0.8","6.7","1.0","16.6","1.6","17.1","1.6","26.3","1.8","13.1","1.3","12.2","1.2","101523","1863","125259","4446","(X)","(X)","(X)","(X)","(X)","(X)","128421","4378","10.7","1.6","8.1","1.2","14.2","1.7","13.3","1.6","16.4","1.7","16.7","1.5","8.5","1.2","7.9","1.2","2.5","0.7","1.7","0.7","37777","1741","53015","3444","(X)","(X)","(X)","(X)","33.4","(X)"
"0500000US36059","Nassau County, New York","449798","2410","3.0","0.5","1.7","0.4","5.1","0.6","3.9","0.5","6.5","0.6","11.5","0.8","10.5","0.8","18.5","1.1","14.3","0.8","25.0","0.8","118453","2877","157774","3121","44.9","(X)","(X)","(X)","(X)","(X)","339705","5077","1.1","0.3","0.9","0.3","2.3","0.4","2.9","0.5","5.6","0.8","9.9","0.8","10.5","1.0","19.8","1.2","16.5","1.0","30.4","1.1","140640","4453","180662","3980","(X)","(X)","45.5","(X)","(X)","(X)","265286","6266","0.8","0.3","0.6","0.3","1.7","0.4","2.1","0.5","3.6","0.7","8.6","0.9","9.3","1.0","19.5","1.4","17.7","1.1","36.1","1.3","160492","4727","N","N","(X)","(X)","(X)","(X)","(X)","(X)","110093","5052","9.0","1.6","4.3","1.1","13.9","1.9","7.6","1.3","10.4","1.3","16.2","2.0","12.2","1.5","14.3","2.0","5.9","1.2","6.1","1.0","55246","4734","79608","4277","(X)","(X)","(X)","(X)","41.4","(X)"
"0500000US36061","New York County, New York","768203","9298","9.2","0.7","4.4","0.5","6.2","0.6","5.2","0.6","6.4","0.6","10.6","0.8","9.7","0.8","14.0","0.9","9.1","0.6","25.1","0.9","93651","3322","170453","5095","37.6","(X)","(X)","(X)","(X)","(X)","318351","8613","4.0","0.7","3.2","0.7","5.4","0.9","5.1","1.0","7.5","1.1","9.5","1.2","8.1","1.0","12.4","1.0","9.1","1.0","35.8","1.7","126690","7374","233184","10450","(X)","(X)","42.5","(X)","(X)","(X)","214081","8151","1.5","0.6","2.2","0.7","2.7","0.8","2.3","0.7","5.1","1.1","6.5","1.1","7.3","1.2","12.3","1.1","11.6","1.3","48.5","2.3","191064","12116","298405","14664","(X)","(X)","(X)","(X)","(X)","(X)","449852","10624","13.0","1.1","5.3","0.7","7.0","0.8","5.6","0.8","5.8","0.7","11.5","0.9","10.9","1.2","14.9","1.2","8.9","0.8","17.1","1.4","77491","4286","124054","6203","(X)","(X)","(X)","(X)","33.6","(X)"
"0500000US36063","Niagara County, New York","90625","1943","7.9","1.7","4.9","1.1","9.4","1.6","9.4","1.6","13.5","2.0","16.7","2.0","13.2","1.8","15.3","2.0","5.8","1.2","4.0","1.0","56304","3279","73374","3362","33.2","(X)","(X)","(X)","(X)","(X)","53472","2160","3.6","1.5","2.6","1.0","4.3","1.1","6.8","1.7","11.3","2.2","19.5","2.7","16.0","2.4","22.0","3.0","8.0","1.8","6.0","1.5","77774","4140","92068","4726","(X)","(X)","33.4","(X)","(X)","(X)","38378","2092","0.9","0.7","0.8","0.6","2.9","1.3","4.0","1.8","10.3","2.2","20.1","3.0","16.9","2.9","25.9","3.5","10.7","2.4","7.4","2.0","90710","5083","105590","5286","(X)","(X)","(X)","(X)","(X)","(X)","37153","2509","14.5","3.7","8.6","2.4","17.4","3.6","13.9","2.6","16.0","3.4","12.5","3.1","9.0","2.5","5.3","1.8","2.0","1.2","0.8","0.7","31644","1856","43459","3244","(X)","(X)","(X)","(X)","32.6","(X)"
"0500000US36065","Oneida County, New York","90273","1959","4.7","0.9","5.7","1.3","10.7","1.6","8.2","1.3","13.9","1.7","18.5","2.0","12.9","1.7","14.3","1.4","6.8","1.4","4.3","0.8","57391","3867","75821","3045","39.7","(X)","(X)","(X)","(X)","(X)","54481","2366","3.6","1.5","3.5","1.9","6.1","1.8","6.1","1.4","12.3","2.1","18.8","2.9","15.1","2.4","18.9","2.4","9.4","2.3","6.1","1.3","74515","3813","90465","5264","(X)","(X)","40.7","(X)","(X)","(X)","39077","2078","1.9","1.0","1.5","1.1","2.9","1.6","4.8","1.5","9.7","2.2","17.6","3.0","17.1","2.8","23.6","3.4","12.9","3.1","7.9","1.6","91129","6600","106193","6171","(X)","(X)","(X)","(X)","(X)","(X)","35792","2092","7.9","2.0","9.8","2.3","18.3","3.1","12.4","2.7","15.3","3.1","17.7","3.0","8.8","2.2","7.3","2.6","1.4","1.0","0.9","0.6","36410","4103","47213","3307","(X)","(X)","(X)","(X)","36.2","(X)"
"0500000US36067","Onondaga County, New York","183218","3028","8.1","1.0","4.3","0.7","8.4","0.9","7.3","1.0","13.1","1.3","17.5","1.5","13.1","1.2","15.2","1.3","6.1","0.8","6.8","0.8","61577","1705","83860","3102","35.5","(X)","(X)","(X)","(X)","(X)","106955","3676","5.3","1.2","1.9","0.7","5.1","1.1","5.4","1.0","10.0","1.4","16.5","1.8","14.9","1.8","21.5","1.9","9.0","1.2","10.3","1.3","84681","3540","106090","4969","(X)","(X)","36.1","(X)","(X)","(X)","77880","3071","1.7","0.9","0.7","0.5","2.4","0.9","3.4","1.0","7.5","1.5","14.9","2.0","16.6","2.3","26.7","2.4","12.3","1.7","13.7","1.8","103843","4434","127087","6421","(X)","(X)","(X)","(X)","(X)","(X)","76263","3576","12.4","2.1","7.8","1.3","13.4","1.8","10.3","1.8","18.4","2.3","18.8","2.4","9.9","1.6","5.5","1.3","1.6","0.5","1.7","0.6","39731","1625","50115","2366","(X)","(X)","(X)","(X)","33.7","(X)"
"0500000US36069","Ontario County, New York","46025","1459","4.8","2.0","3.4","1.0","6.3","1.6","8.2","1.9","10.4","2.0","21.8","2.3","13.5","2.1","16.0","2.1","7.7","1.5","7.9","1.9","66568","3444","92560","6959","31.1","(X)","(X)","(X)","(X)","(X)","28268","1588","2.1","1.4","1.6","1.0","3.4","1.6","4.7","1.6","9.5","2.4","23.1","3.0","15.2","3.0","18.8","2.6","10.1","2.5","11.4","3.0","84200","8648","113305","10440","(X)","(X)","30.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","99324","5720","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17757","1678","9.6","4.5","6.4","2.2","12.1","3.6","14.3","4.3","15.0","4.0","18.9","4.3","10.3","3.4","8.8","2.8","3.2","2.0","1.4","1.2","41049","4169","53523","5253","(X)","(X)","(X)","(X)","29.1","(X)"
"0500000US36071","Orange County, New York","131421","2722","5.0","1.2","4.0","1.2","7.6","1.3","4.4","1.0","9.4","1.5","13.7","1.6","14.0","1.6","20.1","1.6","10.2","1.3","11.4","1.6","84458","4115","105297","5105","42.5","(X)","(X)","(X)","(X)","(X)","92249","3201","2.8","1.1","2.4","1.1","5.9","1.4","3.9","1.1","7.6","1.2","11.9","1.8","15.4","1.7","23.6","2.2","12.7","1.7","13.9","1.9","100230","5318","120446","6990","(X)","(X)","42.9","(X)","(X)","(X)","71065","3320","2.0","1.1","1.2","0.7","4.6","1.2","3.3","1.1","5.6","1.3","10.0","1.5","15.7","2.3","25.0","2.3","15.6","2.3","17.2","2.2","112375","5520","135116","7893","(X)","(X)","(X)","(X)","(X)","(X)","39172","2947","11.5","3.6","7.4","2.6","12.4","2.9","6.2","2.1","14.9","3.8","17.7","3.5","11.8","3.0","9.7","2.7","3.3","1.5","5.1","2.2","46856","5029","64283","7660","(X)","(X)","(X)","(X)","39.7","(X)"
"0500000US36075","Oswego County, New York","46640","1468","4.1","1.1","5.9","1.6","11.1","2.5","8.4","1.7","12.8","2.4","18.3","2.7","14.7","2.8","17.0","2.4","4.4","1.2","3.4","1.3","58459","4387","74434","4513","33.1","(X)","(X)","(X)","(X)","(X)","29110","1815","4.3","1.9","3.9","2.1","6.1","2.2","7.0","2.1","11.7","3.2","18.9","3.7","17.7","3.6","20.2","3.2","5.9","2.0","4.3","1.7","71749","7172","83993","6612","(X)","(X)","33.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85391","4729","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17530","1609","7.9","2.5","9.5","3.3","22.0","5.5","9.2","2.9","14.6","4.4","15.5","3.8","10.2","3.7","8.3","3.7","1.5","1.2","1.3","1.2","35841","4954","51827","7253","(X)","(X)","(X)","(X)","32.0","(X)"
"0500000US36079","Putnam County, New York","34470","1417","2.2","1.2","1.1","0.7","3.3","1.8","5.4","2.1","6.9","2.1","10.5","2.8","16.2","3.5","24.6","4.1","12.6","2.9","17.2","3.3","106204","5290","132523","9681","46.9","(X)","(X)","(X)","(X)","(X)","24725","1776","0.7","0.8","0.5","0.5","0.3","0.3","3.0","1.6","9.3","2.9","9.1","3.3","12.3","3.8","29.2","5.1","14.9","3.6","20.6","4.0","121505","10980","147160","10190","(X)","(X)","46.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","136758","13098","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9745","1539","6.1","3.7","3.3","2.6","10.3","5.8","12.1","5.8","7.8","4.4","14.8","5.1","20.2","7.5","13.6","6.3","4.4","2.8","7.4","5.1","61784","20630","87557","20672","(X)","(X)","(X)","(X)","42.8","(X)"
"0500000US36081","Queens County, New York","784552","4746","5.6","0.5","3.7","0.4","6.6","0.4","7.9","0.6","10.5","0.6","16.3","0.9","12.9","0.7","17.8","0.7","9.5","0.6","9.3","0.5","73696","1832","96631","1482","48.4","(X)","(X)","(X)","(X)","(X)","530505","6998","3.0","0.4","2.1","0.3","5.4","0.6","7.3","0.7","10.9","0.7","17.0","1.0","13.3","0.9","19.3","0.9","10.6","0.8","11.1","0.6","82534","2199","105587","1770","(X)","(X)","51.2","(X)","(X)","(X)","354679","7975","1.7","0.4","1.8","0.4","4.6","0.6","6.1","0.8","9.5","0.8","16.2","1.0","13.9","1.1","19.9","1.1","12.3","1.0","14.1","0.8","92198","1826","117165","2379","(X)","(X)","(X)","(X)","(X)","(X)","254047","7839","11.6","1.3","7.4","1.0","10.0","1.0","10.3","1.1","11.1","1.0","15.9","1.3","11.4","1.1","13.3","1.2","5.2","0.7","3.9","0.7","49538","2181","69303","2922","(X)","(X)","(X)","(X)","40.0","(X)"
"0500000US36083","Rensselaer County, New York","65790","1562","5.5","1.5","3.3","1.1","6.9","1.5","8.8","2.0","11.3","2.4","16.5","2.3","14.4","2.3","18.4","2.6","9.8","1.8","5.1","1.3","71574","3684","85141","4032","31.7","(X)","(X)","(X)","(X)","(X)","41217","2001","3.4","1.6","2.4","1.8","3.1","1.3","7.5","2.6","9.7","2.6","16.2","3.2","16.5","3.6","20.4","3.3","13.5","2.6","7.2","1.8","85996","8665","100126","6305","(X)","(X)","35.3","(X)","(X)","(X)","27501","1670","1.8","1.3","0.1","0.2","1.1","0.9","5.8","2.9","4.6","2.0","13.3","2.9","18.7","4.0","25.0","4.2","19.5","3.7","9.9","2.8","106996","7470","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24573","2175","9.4","3.0","6.6","2.8","14.3","3.9","13.4","3.8","12.7","2.9","17.0","3.7","10.6","2.7","12.4","4.0","3.1","1.9","0.3","0.4","42814","5117","53961","4513","(X)","(X)","(X)","(X)","24.1","(X)"
"0500000US36085","Richmond County, New York","166297","2678","3.9","0.9","3.3","0.9","5.9","1.2","5.6","1.0","10.4","1.2","14.7","1.5","10.1","1.3","21.0","2.1","11.3","1.4","13.8","1.6","89821","5711","113245","4424","54.7","(X)","(X)","(X)","(X)","(X)","120238","3971","1.3","0.6","2.1","0.9","4.3","1.3","3.5","0.9","9.1","1.2","14.5","1.9","11.1","1.6","23.5","2.3","13.7","1.8","16.9","2.0","105438","4422","129701","5826","(X)","(X)","56.0","(X)","(X)","(X)","89633","3612","0.3","0.2","0.6","0.5","2.5","1.2","3.6","1.1","7.6","1.4","12.8","1.9","11.0","1.9","25.3","2.9","16.6","2.2","19.6","2.5","118708","5282","N","N","(X)","(X)","(X)","(X)","(X)","(X)","46059","3879","10.9","2.9","6.6","2.2","10.9","2.9","10.7","2.9","14.7","2.7","15.2","3.1","9.6","2.8","13.4","2.9","4.5","1.7","3.5","1.6","44796","5112","63809","5660","(X)","(X)","(X)","(X)","50.5","(X)"
"0500000US36087","Rockland County, New York","101424","1321","3.5","1.2","3.0","0.8","5.9","1.2","4.6","1.1","8.6","1.6","12.7","1.9","11.0","1.6","20.9","2.2","10.9","1.4","18.9","2.0","100916","3632","133396","8073","43.5","(X)","(X)","(X)","(X)","(X)","77059","2098","1.5","0.8","2.2","0.9","3.8","1.2","4.0","1.2","7.5","1.8","11.6","2.0","10.0","1.9","24.0","2.6","13.6","1.8","21.8","2.5","116404","7163","151498","9402","(X)","(X)","46.0","(X)","(X)","(X)","63343","2426","0.6","0.5","2.1","1.0","3.4","1.2","3.5","1.3","6.9","1.9","11.5","2.3","9.9","2.1","23.8","2.8","14.5","2.1","23.9","2.8","123237","5342","160917","11427","(X)","(X)","(X)","(X)","(X)","(X)","24365","2108","10.2","3.7","5.4","3.0","12.5","4.2","7.4","2.5","12.4","3.7","17.2","4.7","14.8","4.1","11.5","3.1","4.9","2.0","3.7","1.7","51571","4188","67646","6780","(X)","(X)","(X)","(X)","33.0","(X)"
"0500000US36089","St. Lawrence County, New York","42832","1430","8.5","2.0","6.9","2.6","10.7","2.1","10.7","2.5","12.0","2.3","15.3","2.5","12.2","2.3","15.1","2.3","5.5","1.6","3.1","1.0","52108","4862","68320","4219","38.2","(X)","(X)","(X)","(X)","(X)","27209","1648","6.0","2.2","4.1","2.1","8.7","2.9","6.6","2.1","14.2","3.2","15.0","2.9","13.5","2.7","19.9","3.3","7.5","2.5","4.4","1.5","65685","7347","81569","6133","(X)","(X)","38.1","(X)","(X)","(X)","20739","1720","2.5","1.3","1.6","1.3","5.7","2.2","5.1","2.1","14.8","4.0","16.0","3.4","15.3","3.2","23.5","3.8","9.9","3.3","5.6","1.9","82168","11029","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15623","1381","15.1","4.7","12.7","4.7","16.3","4.4","14.2","4.3","9.5","2.8","14.9","4.4","9.0","3.5","5.7","2.7","1.9","1.7","0.8","0.7","28101","3240","41997","4860","(X)","(X)","(X)","(X)","37.1","(X)"
"0500000US36091","Saratoga County, New York","93547","2226","2.0","0.7","3.3","1.2","5.1","1.0","6.6","1.5","10.7","1.9","15.5","2.1","12.5","1.8","21.0","1.9","13.1","1.7","10.1","1.4","89932","4301","105941","3909","27.8","(X)","(X)","(X)","(X)","(X)","62501","2515","1.4","0.8","0.9","0.9","1.9","0.7","5.6","1.9","8.3","2.0","13.3","2.3","12.8","2.0","24.1","2.7","17.9","2.3","13.8","1.8","111280","5651","125826","5330","(X)","(X)","26.9","(X)","(X)","(X)","50152","2611","0.6","0.4","0.1","0.1","0.6","0.4","3.7","1.6","6.7","2.0","10.6","2.3","12.5","2.3","27.5","3.1","21.4","2.9","16.3","2.3","127049","6821","N","N","(X)","(X)","(X)","(X)","(X)","(X)","31046","2594","4.8","1.9","8.3","3.2","12.0","2.7","10.5","2.5","15.5","3.8","21.2","4.3","10.7","2.7","12.5","3.3","2.3","1.3","2.2","1.3","49185","3837","60662","5275","(X)","(X)","(X)","(X)","26.3","(X)"
"0500000US36093","Schenectady County, New York","62534","1508","4.4","1.4","4.4","1.5","7.3","1.9","9.3","1.9","11.4","1.8","18.7","2.2","11.3","1.9","19.4","2.9","7.2","1.3","6.6","1.6","65773","5060","85444","4433","39.5","(X)","(X)","(X)","(X)","(X)","39331","2028","4.4","2.1","3.0","1.6","6.4","2.4","6.8","2.2","9.2","2.1","17.3","2.4","11.6","2.5","21.9","3.2","10.4","1.9","9.0","2.2","85160","7061","99153","5817","(X)","(X)","41.7","(X)","(X)","(X)","25517","1979","0.3","0.4","0.7","0.6","1.7","1.2","3.9","2.0","6.4","2.1","15.4","3.5","15.1","3.5","28.4","4.2","14.9","3.1","13.1","3.3","110153","6643","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23203","1898","5.9","2.5","7.2","2.9","10.1","3.5","14.3","3.6","15.6","3.6","23.5","4.5","8.3","2.3","11.8","3.9","1.6","1.0","1.7","1.1","47057","4042","55318","4467","(X)","(X)","(X)","(X)","35.4","(X)"
"0500000US36101","Steuben County, New York","39283","1536","6.2","1.5","5.1","1.7","12.6","2.1","10.5","2.0","12.5","2.1","17.7","2.2","11.7","1.6","17.0","2.2","3.2","1.0","3.5","1.1","52951","2288","70353","3924","31.9","(X)","(X)","(X)","(X)","(X)","23779","1327","2.0","1.1","2.6","1.1","10.5","2.7","7.5","1.7","12.5","2.5","16.7","2.5","15.4","2.5","22.8","3.3","5.4","1.7","4.7","1.7","71759","7842","86983","6379","(X)","(X)","32.5","(X)","(X)","(X)","18007","1199","1.2","1.0","1.5","0.9","6.7","2.6","6.2","1.9","9.8","2.2","17.0","2.7","18.3","2.9","27.4","4.4","6.0","1.9","5.8","2.1","85584","3822","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15504","1359","13.3","3.3","9.7","4.0","16.9","3.7","16.4","4.3","13.4","3.8","17.1","3.7","5.0","1.8","6.7","2.7","0.4","0.5","1.1","1.6","31569","2921","41885","4179","(X)","(X)","(X)","(X)","29.9","(X)"
"0500000US36103","Suffolk County, New York","499744","4104","2.9","0.4","1.9","0.4","4.5","0.5","4.7","0.6","7.5","0.8","13.1","0.9","12.0","1.0","21.1","0.9","13.3","0.9","18.9","0.7","106228","3154","138724","3642","49.0","(X)","(X)","(X)","(X)","(X)","359977","5990","1.6","0.4","0.7","0.3","2.4","0.5","3.3","0.7","5.7","0.7","12.1","1.0","11.6","1.0","23.4","1.2","16.3","1.1","22.9","1.0","125309","2422","158072","4600","(X)","(X)","49.5","(X)","(X)","(X)","276306","6095","0.6","0.3","0.6","0.3","1.5","0.5","2.3","0.6","4.5","0.8","10.6","1.0","10.7","1.0","23.9","1.4","18.1","1.4","27.1","1.2","139822","3540","174418","5640","(X)","(X)","(X)","(X)","(X)","(X)","139767","5704","6.8","1.3","5.0","1.2","10.2","1.4","8.9","1.2","13.6","1.9","17.3","2.2","14.0","1.8","14.0","1.7","4.5","0.9","5.6","1.0","57312","4152","79037","4219","(X)","(X)","(X)","(X)","45.7","(X)"
"0500000US36105","Sullivan County, New York","28960","1694","8.5","2.8","6.0","2.5","7.6","2.6","8.9","3.2","11.3","3.4","17.8","4.3","13.5","3.3","15.3","3.6","6.9","2.6","4.3","1.6","60137","4340","75269","5887","35.6","(X)","(X)","(X)","(X)","(X)","16914","1752","2.5","1.5","7.7","4.4","5.0","2.5","9.2","4.0","12.2","4.5","17.2","5.4","14.7","3.8","16.1","3.8","9.2","3.8","6.3","2.4","68127","13100","85089","8204","(X)","(X)","35.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83189","11560","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12046","1765","17.1","6.4","5.7","3.3","12.2","5.5","10.8","4.9","10.6","4.2","15.8","5.6","10.2","4.4","14.3","6.5","2.2","2.4","1.1","1.1","41003","10110","55547","7618","(X)","(X)","(X)","(X)","35.1","(X)"
